utt subset label predict
LA_E_1198906.wav eval bonafide spoof
LA_E_1199534.wav eval bonafide spoof
LA_E_1200064.wav eval bonafide spoof
LA_E_1202004.wav eval bonafide spoof
LA_E_1202552.wav eval bonafide spoof
LA_E_1203094.wav eval bonafide spoof
LA_E_1204636.wav eval bonafide spoof
LA_E_1204914.wav eval bonafide spoof
LA_E_1206474.wav eval bonafide spoof
LA_E_1206794.wav eval bonafide spoof
LA_E_1207845.wav eval bonafide spoof
LA_E_1208390.wav eval bonafide spoof
LA_E_1210327.wav eval bonafide spoof
LA_E_1211080.wav eval bonafide spoof
LA_E_1211932.wav eval bonafide spoof
LA_E_1212248.wav eval bonafide spoof
LA_E_1214304.wav eval bonafide spoof
LA_E_1214610.wav eval bonafide spoof
LA_E_1216150.wav eval bonafide spoof
LA_E_1216265.wav eval bonafide spoof
LA_E_1217236.wav eval bonafide spoof
LA_E_1218176.wav eval bonafide spoof
LA_E_1219410.wav eval bonafide spoof
LA_E_1224525.wav eval bonafide spoof
LA_E_1231345.wav eval bonafide spoof
LA_E_1232728.wav eval bonafide spoof
LA_E_1232974.wav eval bonafide spoof
LA_E_1234103.wav eval bonafide spoof
LA_E_1234718.wav eval bonafide spoof
LA_E_1235225.wav eval bonafide spoof
LA_E_1235824.wav eval bonafide spoof
LA_E_1236273.wav eval bonafide spoof
LA_E_1236391.wav eval bonafide spoof
LA_E_1240552.wav eval bonafide spoof
LA_E_1240992.wav eval bonafide spoof
LA_E_1241701.wav eval bonafide spoof
LA_E_1242285.wav eval bonafide spoof
LA_E_1242889.wav eval bonafide spoof
LA_E_1243550.wav eval bonafide spoof
LA_E_1244505.wav eval bonafide spoof
LA_E_1244665.wav eval bonafide spoof
LA_E_1244723.wav eval bonafide spoof
LA_E_1245139.wav eval bonafide spoof
LA_E_1250691.wav eval bonafide spoof
LA_E_1251409.wav eval bonafide spoof
LA_E_1251876.wav eval bonafide spoof
LA_E_1252998.wav eval bonafide spoof
LA_E_1253524.wav eval bonafide spoof
LA_E_1254012.wav eval bonafide spoof
LA_E_1254320.wav eval bonafide spoof
LA_E_1255270.wav eval bonafide spoof
LA_E_1256191.wav eval bonafide spoof
LA_E_1256406.wav eval bonafide spoof
LA_E_1256530.wav eval bonafide spoof
LA_E_1258871.wav eval bonafide spoof
LA_E_1259316.wav eval bonafide spoof
LA_E_1260738.wav eval bonafide spoof
LA_E_1261067.wav eval bonafide spoof
LA_E_1262130.wav eval bonafide spoof
LA_E_1264937.wav eval bonafide spoof
LA_E_1265304.wav eval bonafide spoof
LA_E_1265546.wav eval bonafide spoof
LA_E_1265548.wav eval bonafide spoof
LA_E_1265930.wav eval bonafide spoof
LA_E_1266211.wav eval bonafide spoof
LA_E_1266270.wav eval bonafide spoof
LA_E_1268248.wav eval bonafide spoof
LA_E_1269067.wav eval bonafide spoof
LA_E_1272114.wav eval bonafide spoof
LA_E_1275973.wav eval bonafide spoof
LA_E_1277254.wav eval bonafide spoof
LA_E_1278182.wav eval bonafide spoof
LA_E_1279438.wav eval bonafide spoof
LA_E_1280241.wav eval bonafide spoof
LA_E_1280848.wav eval bonafide spoof
LA_E_1283467.wav eval bonafide spoof
LA_E_1283712.wav eval bonafide spoof
LA_E_1284209.wav eval bonafide spoof
LA_E_1285034.wav eval bonafide spoof
LA_E_1285825.wav eval bonafide spoof
LA_E_1288354.wav eval bonafide spoof
LA_E_1289054.wav eval bonafide spoof
LA_E_1290321.wav eval bonafide spoof
LA_E_1291046.wav eval bonafide spoof
LA_E_1293597.wav eval bonafide spoof
LA_E_1293981.wav eval bonafide spoof
LA_E_1296064.wav eval bonafide spoof
LA_E_1298039.wav eval bonafide spoof
LA_E_1298422.wav eval bonafide spoof
LA_E_1299075.wav eval bonafide spoof
LA_E_1299659.wav eval bonafide spoof
LA_E_1300127.wav eval bonafide spoof
LA_E_1301756.wav eval bonafide spoof
LA_E_1303457.wav eval bonafide spoof
LA_E_1304770.wav eval bonafide spoof
LA_E_1309520.wav eval bonafide spoof
LA_E_1309915.wav eval bonafide spoof
LA_E_1310240.wav eval bonafide spoof
LA_E_1311509.wav eval bonafide spoof
LA_E_1311831.wav eval bonafide spoof
LA_E_1311985.wav eval bonafide spoof
LA_E_1313727.wav eval bonafide spoof
LA_E_1314207.wav eval bonafide spoof
LA_E_1314263.wav eval bonafide spoof
LA_E_1315925.wav eval bonafide spoof
LA_E_1316290.wav eval bonafide spoof
LA_E_1317708.wav eval bonafide spoof
LA_E_1319523.wav eval bonafide spoof
LA_E_1319921.wav eval bonafide spoof
LA_E_1320836.wav eval bonafide spoof
LA_E_1321677.wav eval bonafide spoof
LA_E_1323248.wav eval bonafide spoof
LA_E_1323459.wav eval bonafide spoof
LA_E_1326716.wav eval bonafide spoof
LA_E_1328064.wav eval bonafide spoof
LA_E_1329718.wav eval bonafide spoof
LA_E_1330273.wav eval bonafide spoof
LA_E_1330872.wav eval bonafide spoof
LA_E_1331306.wav eval bonafide spoof
LA_E_1332460.wav eval bonafide spoof
LA_E_1335143.wav eval bonafide spoof
LA_E_1335207.wav eval bonafide spoof
LA_E_1335508.wav eval bonafide spoof
LA_E_1337477.wav eval bonafide spoof
LA_E_1338147.wav eval bonafide spoof
LA_E_1339326.wav eval bonafide spoof
LA_E_1341529.wav eval bonafide spoof
LA_E_1342706.wav eval bonafide spoof
LA_E_1347042.wav eval bonafide spoof
LA_E_1349899.wav eval bonafide spoof
LA_E_1350300.wav eval bonafide spoof
LA_E_1350377.wav eval bonafide spoof
LA_E_1350734.wav eval bonafide spoof
LA_E_1350882.wav eval bonafide spoof
LA_E_1351470.wav eval bonafide spoof
LA_E_1352427.wav eval bonafide spoof
LA_E_1353663.wav eval bonafide spoof
LA_E_1354185.wav eval bonafide spoof
LA_E_1357041.wav eval bonafide spoof
LA_E_1357107.wav eval bonafide spoof
LA_E_1357326.wav eval bonafide spoof
LA_E_1358628.wav eval bonafide spoof
LA_E_1360258.wav eval bonafide spoof
LA_E_1361763.wav eval bonafide spoof
LA_E_1362011.wav eval bonafide spoof
LA_E_1362978.wav eval bonafide spoof
LA_E_1365993.wav eval bonafide spoof
LA_E_1366407.wav eval bonafide spoof
LA_E_1370474.wav eval bonafide spoof
LA_E_1370670.wav eval bonafide spoof
LA_E_1370800.wav eval bonafide spoof
LA_E_1371618.wav eval bonafide spoof
LA_E_1373332.wav eval bonafide spoof
LA_E_1375350.wav eval bonafide spoof
LA_E_1376027.wav eval bonafide spoof
LA_E_1377603.wav eval bonafide spoof
LA_E_1380169.wav eval bonafide spoof
LA_E_1380691.wav eval bonafide spoof
LA_E_1381169.wav eval bonafide spoof
LA_E_1382043.wav eval bonafide spoof
LA_E_1382638.wav eval bonafide spoof
LA_E_1389976.wav eval bonafide spoof
LA_E_1392000.wav eval bonafide spoof
LA_E_1392652.wav eval bonafide spoof
LA_E_1393272.wav eval bonafide spoof
LA_E_1395552.wav eval bonafide spoof
LA_E_1398372.wav eval bonafide spoof
LA_E_1399022.wav eval bonafide spoof
LA_E_1399433.wav eval bonafide spoof
LA_E_1399749.wav eval bonafide spoof
LA_E_1400052.wav eval bonafide spoof
LA_E_1401349.wav eval bonafide spoof
LA_E_1402185.wav eval bonafide spoof
LA_E_1402365.wav eval bonafide spoof
LA_E_1406759.wav eval bonafide spoof
LA_E_1408893.wav eval bonafide spoof
LA_E_1409215.wav eval bonafide spoof
LA_E_1409473.wav eval bonafide spoof
LA_E_1409912.wav eval bonafide spoof
LA_E_1411561.wav eval bonafide spoof
LA_E_1412604.wav eval bonafide spoof
LA_E_1413145.wav eval bonafide spoof
LA_E_1415193.wav eval bonafide spoof
LA_E_1417098.wav eval bonafide spoof
LA_E_1417290.wav eval bonafide spoof
LA_E_1418178.wav eval bonafide spoof
LA_E_1419507.wav eval bonafide spoof
LA_E_1419852.wav eval bonafide spoof
LA_E_1421210.wav eval bonafide spoof
LA_E_1423605.wav eval bonafide spoof
LA_E_1423771.wav eval bonafide spoof
LA_E_1426484.wav eval bonafide spoof
LA_E_1426923.wav eval bonafide spoof
LA_E_1428234.wav eval bonafide spoof
LA_E_1429712.wav eval bonafide spoof
LA_E_1430330.wav eval bonafide spoof
LA_E_1430421.wav eval bonafide spoof
LA_E_1432098.wav eval bonafide spoof
LA_E_1435423.wav eval bonafide spoof
LA_E_1439559.wav eval bonafide spoof
LA_E_1439904.wav eval bonafide spoof
LA_E_1439922.wav eval bonafide spoof
LA_E_1441284.wav eval bonafide spoof
LA_E_1441455.wav eval bonafide spoof
LA_E_1443485.wav eval bonafide spoof
LA_E_1444758.wav eval bonafide spoof
LA_E_1446117.wav eval bonafide spoof
LA_E_1446639.wav eval bonafide spoof
LA_E_1447036.wav eval bonafide spoof
LA_E_1449027.wav eval bonafide spoof
LA_E_1450790.wav eval bonafide bonafide
LA_E_1451700.wav eval bonafide spoof
LA_E_1453284.wav eval bonafide spoof
LA_E_1454808.wav eval bonafide spoof
LA_E_1455854.wav eval bonafide spoof
LA_E_1458883.wav eval bonafide spoof
LA_E_1460370.wav eval bonafide spoof
LA_E_1460659.wav eval bonafide spoof
LA_E_1462637.wav eval bonafide spoof
LA_E_1465196.wav eval bonafide spoof
LA_E_1467646.wav eval bonafide spoof
LA_E_1468379.wav eval bonafide spoof
LA_E_1470174.wav eval bonafide spoof
LA_E_1471269.wav eval bonafide spoof
LA_E_1473225.wav eval bonafide spoof
LA_E_1475429.wav eval bonafide spoof
LA_E_1476523.wav eval bonafide spoof
LA_E_1478219.wav eval bonafide spoof
LA_E_1482819.wav eval bonafide spoof
LA_E_1485085.wav eval bonafide spoof
LA_E_1486118.wav eval bonafide spoof
LA_E_1486424.wav eval bonafide spoof
LA_E_1486483.wav eval bonafide spoof
LA_E_1486783.wav eval bonafide spoof
LA_E_1486891.wav eval bonafide spoof
LA_E_1489624.wav eval bonafide spoof
LA_E_1491231.wav eval bonafide spoof
LA_E_1493904.wav eval bonafide spoof
LA_E_1494810.wav eval bonafide spoof
LA_E_1497576.wav eval bonafide spoof
LA_E_1498467.wav eval bonafide spoof
LA_E_1499253.wav eval bonafide spoof
LA_E_1499507.wav eval bonafide spoof
LA_E_1500066.wav eval bonafide spoof
LA_E_1508322.wav eval bonafide spoof
LA_E_1510369.wav eval bonafide spoof
LA_E_1511215.wav eval bonafide spoof
LA_E_1512896.wav eval bonafide spoof
LA_E_1513280.wav eval bonafide spoof
LA_E_1514361.wav eval bonafide spoof
LA_E_1514861.wav eval bonafide spoof
LA_E_1515133.wav eval bonafide spoof
LA_E_1515635.wav eval bonafide spoof
LA_E_1517407.wav eval bonafide spoof
LA_E_1518359.wav eval bonafide spoof
LA_E_1519763.wav eval bonafide spoof
LA_E_1523532.wav eval bonafide spoof
LA_E_1524020.wav eval bonafide spoof
LA_E_1526839.wav eval bonafide spoof
LA_E_1528765.wav eval bonafide spoof
LA_E_1529320.wav eval bonafide spoof
LA_E_1529494.wav eval bonafide spoof
LA_E_1532513.wav eval bonafide spoof
LA_E_1535100.wav eval bonafide spoof
LA_E_1535308.wav eval bonafide spoof
LA_E_1535795.wav eval bonafide spoof
LA_E_1537728.wav eval bonafide spoof
LA_E_1538989.wav eval bonafide spoof
LA_E_1539224.wav eval bonafide spoof
LA_E_1539637.wav eval bonafide spoof
LA_E_1540928.wav eval bonafide spoof
LA_E_1540962.wav eval bonafide spoof
LA_E_1541503.wav eval bonafide spoof
LA_E_1541750.wav eval bonafide spoof
LA_E_1542340.wav eval bonafide spoof
LA_E_1542647.wav eval bonafide spoof
LA_E_1547551.wav eval bonafide spoof
LA_E_1548063.wav eval bonafide spoof
LA_E_1549576.wav eval bonafide spoof
LA_E_1552135.wav eval bonafide spoof
LA_E_1553888.wav eval bonafide spoof
LA_E_1553940.wav eval bonafide spoof
LA_E_1557011.wav eval bonafide spoof
LA_E_1557223.wav eval bonafide spoof
LA_E_1557245.wav eval bonafide spoof
LA_E_1558666.wav eval bonafide spoof
LA_E_1558730.wav eval bonafide spoof
LA_E_1559956.wav eval bonafide spoof
LA_E_1561108.wav eval bonafide spoof
LA_E_1564490.wav eval bonafide spoof
LA_E_1565422.wav eval bonafide spoof
LA_E_1567330.wav eval bonafide spoof
LA_E_1568692.wav eval bonafide spoof
LA_E_1568968.wav eval bonafide spoof
LA_E_1569650.wav eval bonafide spoof
LA_E_1571445.wav eval bonafide spoof
LA_E_1572145.wav eval bonafide spoof
LA_E_1572637.wav eval bonafide spoof
LA_E_1574894.wav eval bonafide spoof
LA_E_1577905.wav eval bonafide spoof
LA_E_1578047.wav eval bonafide spoof
LA_E_1580381.wav eval bonafide spoof
LA_E_1580699.wav eval bonafide spoof
LA_E_1581815.wav eval bonafide spoof
LA_E_1582923.wav eval bonafide spoof
LA_E_1583181.wav eval bonafide spoof
LA_E_1583855.wav eval bonafide spoof
LA_E_1584046.wav eval bonafide spoof
LA_E_1584651.wav eval bonafide spoof
LA_E_1588519.wav eval bonafide spoof
LA_E_1590834.wav eval bonafide spoof
LA_E_1591703.wav eval bonafide spoof
LA_E_1595601.wav eval bonafide spoof
LA_E_1596239.wav eval bonafide spoof
LA_E_1596592.wav eval bonafide spoof
LA_E_1597011.wav eval bonafide spoof
LA_E_1598102.wav eval bonafide spoof
LA_E_1598372.wav eval bonafide spoof
LA_E_1599538.wav eval bonafide spoof
LA_E_1599844.wav eval bonafide spoof
LA_E_1601155.wav eval bonafide spoof
LA_E_1601873.wav eval bonafide spoof
LA_E_1601918.wav eval bonafide spoof
LA_E_1602221.wav eval bonafide spoof
LA_E_1602348.wav eval bonafide spoof
LA_E_1603570.wav eval bonafide spoof
LA_E_1604514.wav eval bonafide spoof
LA_E_1604861.wav eval bonafide spoof
LA_E_1605288.wav eval bonafide spoof
LA_E_1607461.wav eval bonafide spoof
LA_E_1609716.wav eval bonafide spoof
LA_E_1611400.wav eval bonafide spoof
LA_E_1613408.wav eval bonafide spoof
LA_E_1614025.wav eval bonafide spoof
LA_E_1614102.wav eval bonafide spoof
LA_E_1614373.wav eval bonafide spoof
LA_E_1615488.wav eval bonafide spoof
LA_E_1615664.wav eval bonafide spoof
LA_E_1616681.wav eval bonafide spoof
LA_E_1616694.wav eval bonafide spoof
LA_E_1616928.wav eval bonafide spoof
LA_E_1617307.wav eval bonafide spoof
LA_E_1617419.wav eval bonafide spoof
LA_E_1617471.wav eval bonafide spoof
LA_E_1618390.wav eval bonafide spoof
LA_E_1618684.wav eval bonafide spoof
LA_E_1619076.wav eval bonafide spoof
LA_E_1624904.wav eval bonafide spoof
LA_E_1625712.wav eval bonafide spoof
LA_E_1625999.wav eval bonafide spoof
LA_E_1626166.wav eval bonafide spoof
LA_E_1627180.wav eval bonafide spoof
LA_E_1628284.wav eval bonafide spoof
LA_E_1629971.wav eval bonafide spoof
LA_E_1632308.wav eval bonafide spoof
LA_E_1632342.wav eval bonafide spoof
LA_E_1632352.wav eval bonafide spoof
LA_E_1633842.wav eval bonafide spoof
LA_E_1635576.wav eval bonafide spoof
LA_E_1636665.wav eval bonafide spoof
LA_E_1636866.wav eval bonafide spoof
LA_E_1637796.wav eval bonafide spoof
LA_E_1638693.wav eval bonafide spoof
LA_E_1640010.wav eval bonafide spoof
LA_E_1643381.wav eval bonafide spoof
LA_E_1644905.wav eval bonafide spoof
LA_E_1644908.wav eval bonafide spoof
LA_E_1645649.wav eval bonafide spoof
LA_E_1645966.wav eval bonafide spoof
LA_E_1646722.wav eval bonafide spoof
LA_E_1647399.wav eval bonafide spoof
LA_E_1647541.wav eval bonafide spoof
LA_E_1648428.wav eval bonafide spoof
LA_E_1648826.wav eval bonafide spoof
LA_E_1649202.wav eval bonafide spoof
LA_E_1649471.wav eval bonafide spoof
LA_E_1651239.wav eval bonafide spoof
LA_E_1651255.wav eval bonafide spoof
LA_E_1653244.wav eval bonafide spoof
LA_E_1654130.wav eval bonafide spoof
LA_E_1654918.wav eval bonafide spoof
LA_E_1654952.wav eval bonafide spoof
LA_E_1662899.wav eval bonafide spoof
LA_E_1663035.wav eval bonafide spoof
LA_E_1663671.wav eval bonafide spoof
LA_E_1665632.wav eval bonafide spoof
LA_E_1666539.wav eval bonafide spoof
LA_E_1667231.wav eval bonafide spoof
LA_E_1668623.wav eval bonafide spoof
LA_E_1668966.wav eval bonafide spoof
LA_E_1670241.wav eval bonafide spoof
LA_E_1674161.wav eval bonafide spoof
LA_E_1674179.wav eval bonafide spoof
LA_E_1677476.wav eval bonafide spoof
LA_E_1678906.wav eval bonafide spoof
LA_E_1679834.wav eval bonafide spoof
LA_E_1681431.wav eval bonafide spoof
LA_E_1682154.wav eval bonafide spoof
LA_E_1682343.wav eval bonafide spoof
LA_E_1685623.wav eval bonafide spoof
LA_E_1686378.wav eval bonafide spoof
LA_E_1688061.wav eval bonafide spoof
LA_E_1690271.wav eval bonafide spoof
LA_E_1690598.wav eval bonafide spoof
LA_E_1691952.wav eval bonafide spoof
LA_E_1692344.wav eval bonafide spoof
LA_E_1693107.wav eval bonafide spoof
LA_E_1694072.wav eval bonafide spoof
LA_E_1694274.wav eval bonafide spoof
LA_E_1696616.wav eval bonafide spoof
LA_E_1696904.wav eval bonafide spoof
LA_E_1697236.wav eval bonafide spoof
LA_E_1698471.wav eval bonafide spoof
LA_E_1698492.wav eval bonafide spoof
LA_E_1699675.wav eval bonafide spoof
LA_E_1700830.wav eval bonafide spoof
LA_E_1701685.wav eval bonafide spoof
LA_E_1704953.wav eval bonafide spoof
LA_E_1706751.wav eval bonafide spoof
LA_E_1707305.wav eval bonafide spoof
LA_E_1707850.wav eval bonafide spoof
LA_E_1708780.wav eval bonafide spoof
LA_E_1708938.wav eval bonafide spoof
LA_E_1709137.wav eval bonafide spoof
LA_E_1709574.wav eval bonafide spoof
LA_E_1710015.wav eval bonafide spoof
LA_E_1712028.wav eval bonafide spoof
LA_E_1715322.wav eval bonafide spoof
LA_E_1715585.wav eval bonafide spoof
LA_E_1715598.wav eval bonafide spoof
LA_E_1716712.wav eval bonafide spoof
LA_E_1717143.wav eval bonafide spoof
LA_E_1721212.wav eval bonafide spoof
LA_E_1721348.wav eval bonafide spoof
LA_E_1722681.wav eval bonafide spoof
LA_E_1723049.wav eval bonafide spoof
LA_E_1723311.wav eval bonafide spoof
LA_E_1724018.wav eval bonafide spoof
LA_E_1724045.wav eval bonafide spoof
LA_E_1724083.wav eval bonafide spoof
LA_E_1725200.wav eval bonafide spoof
LA_E_1727087.wav eval bonafide spoof
LA_E_1727308.wav eval bonafide spoof
LA_E_1727827.wav eval bonafide spoof
LA_E_1728154.wav eval bonafide spoof
LA_E_1729164.wav eval bonafide spoof
LA_E_1729203.wav eval bonafide spoof
LA_E_1730338.wav eval bonafide spoof
LA_E_1733407.wav eval bonafide spoof
LA_E_1734861.wav eval bonafide spoof
LA_E_1737745.wav eval bonafide spoof
LA_E_1737971.wav eval bonafide spoof
LA_E_1739289.wav eval bonafide spoof
LA_E_1741926.wav eval bonafide spoof
LA_E_1743065.wav eval bonafide spoof
LA_E_1745462.wav eval bonafide spoof
LA_E_1745489.wav eval bonafide spoof
LA_E_1745511.wav eval bonafide spoof
LA_E_1746067.wav eval bonafide spoof
LA_E_1748367.wav eval bonafide spoof
LA_E_1748480.wav eval bonafide spoof
LA_E_1750371.wav eval bonafide spoof
LA_E_1750680.wav eval bonafide spoof
LA_E_1750706.wav eval bonafide spoof
LA_E_1751798.wav eval bonafide spoof
LA_E_1753473.wav eval bonafide spoof
LA_E_1753551.wav eval bonafide spoof
LA_E_1753743.wav eval bonafide spoof
LA_E_1755748.wav eval bonafide spoof
LA_E_1757746.wav eval bonafide spoof
LA_E_1758215.wav eval bonafide spoof
LA_E_1758851.wav eval bonafide spoof
LA_E_1759688.wav eval bonafide spoof
LA_E_1760119.wav eval bonafide spoof
LA_E_1760255.wav eval bonafide spoof
LA_E_1761897.wav eval bonafide spoof
LA_E_1762489.wav eval bonafide spoof
LA_E_1762902.wav eval bonafide spoof
LA_E_1765046.wav eval bonafide spoof
LA_E_1767925.wav eval bonafide spoof
LA_E_1768192.wav eval bonafide spoof
LA_E_1768450.wav eval bonafide spoof
LA_E_1768467.wav eval bonafide spoof
LA_E_1770231.wav eval bonafide spoof
LA_E_1770555.wav eval bonafide spoof
LA_E_1770746.wav eval bonafide spoof
LA_E_1772316.wav eval bonafide spoof
LA_E_1772509.wav eval bonafide spoof
LA_E_1773382.wav eval bonafide spoof
LA_E_1773512.wav eval bonafide spoof
LA_E_1773974.wav eval bonafide spoof
LA_E_1774628.wav eval bonafide spoof
LA_E_1775062.wav eval bonafide spoof
LA_E_1775476.wav eval bonafide spoof
LA_E_1775957.wav eval bonafide spoof
LA_E_1777813.wav eval bonafide spoof
LA_E_1780289.wav eval bonafide spoof
LA_E_1781711.wav eval bonafide spoof
LA_E_1783411.wav eval bonafide spoof
LA_E_1783571.wav eval bonafide spoof
LA_E_1789742.wav eval bonafide spoof
LA_E_1790335.wav eval bonafide spoof
